indicator,year,geography,fips,race,sex,age_group,misc,rate,cases,population
AIDS deaths,2008,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.3,36,1077785
AIDS deaths,2008,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,13,1223541
AIDS deaths,2008,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.9,515,10563388
AIDS deaths,2008,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.4,179,5246323
AIDS deaths,2008,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,24,2486127
AIDS deaths,2008,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,52,2290014
AIDS deaths,2008,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.1,111,3559663
AIDS deaths,2008,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.2,410,3648291
AIDS deaths,2008,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,22,1129848
AIDS deaths,2008,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.4,628,4697010
AIDS deaths,2008,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.3,238,5531920
AIDS deaths,2008,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,304,8335602
AIDS deaths,2008,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,65,4327416
AIDS deaths,2008,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.8,187,2389085
AIDS deaths,2008,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,174,4934901
AIDS deaths,2008,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,14,813046
AIDS deaths,2008,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,23,1457464
AIDS deaths,2008,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.8,123,2118616
AIDS deaths,2008,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.2,13,1119153
AIDS deaths,2008,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.1,729,7204858
AIDS deaths,2008,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.8,62,1620429
AIDS deaths,2008,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.8,2261,16332205
AIDS deaths,2008,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.3,404,7607202
AIDS deaths,2008,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,9,539992
AIDS deaths,2008,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,42693
AIDS deaths,2008,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,287,9592881
AIDS deaths,2008,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,109,2985437
AIDS deaths,2008,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,73,3159664
AIDS deaths,2008,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.5,581,10618093
AIDS deaths,2008,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,16.2,529,3272308
AIDS deaths,2008,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.4,39,893608
AIDS deaths,2008,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.7,325,3732320
AIDS deaths,2008,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,10,661864
AIDS deaths,2008,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.6,339,5169975
AIDS deaths,2008,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.3,1211,19307235
AIDS deaths,2008,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.3,12,90051
AIDS deaths,2008,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,32,2086097
AIDS deaths,2008,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,7,533825
AIDS deaths,2008,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,302,6472126
AIDS deaths,2008,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,148,5451257
AIDS deaths,2008,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,39,1540309
AIDS deaths,2008,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,70,4697333
AIDS deaths,2008,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,3,439967
AIDS deaths,2009,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.7,223,3898688
AIDS deaths,2009,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,15,565800
AIDS deaths,2009,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,46619
AIDS deaths,2009,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,172,5316387
AIDS deaths,2009,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.8,91,2374089
AIDS deaths,2009,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,1408,30167113
AIDS deaths,2009,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,118,4120964
AIDS deaths,2009,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7,208,2951882
AIDS deaths,2009,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.6,71,736007
AIDS deaths,2009,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,40.9,211,515989
AIDS deaths,2009,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,12.5,1952,15614290
AIDS deaths,2009,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.3,815,7937181
AIDS deaths,2009,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,3,135505
AIDS deaths,2009,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,25,1083032
AIDS deaths,2009,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,8,1238079
AIDS deaths,2009,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,491,10626004
AIDS deaths,2009,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.5,183,5279967
AIDS deaths,2009,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.2,29,2496048
AIDS deaths,2009,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,37,2305964
AIDS deaths,2009,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,96,3583570
AIDS deaths,2009,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,12.5,461,3680921
AIDS deaths,2009,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,18,1130458
AIDS deaths,2009,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,12.5,593,4733633
AIDS deaths,2009,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.5,249,5580663
AIDS deaths,2009,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,238,8324039
AIDS deaths,2009,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,82,4358038
AIDS deaths,2009,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7,168,2397287
AIDS deaths,2009,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.8,187,4962937
AIDS deaths,2009,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,7,818891
AIDS deaths,2009,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,28,1467198
AIDS deaths,2009,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.9,104,2141833
AIDS deaths,2009,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,18,1124301
AIDS deaths,2009,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.8,636,7249862
AIDS deaths,2009,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,41,1636757
AIDS deaths,2009,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.1,2152,16409802
AIDS deaths,2009,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.6,429,7713809
AIDS deaths,2009,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,4,543743
AIDS deaths,2009,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,39735
AIDS deaths,2009,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,279,9616569
AIDS deaths,2009,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.4,102,3014967
AIDS deaths,2009,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,78,3197425
AIDS deaths,2009,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.5,588,10659191
AIDS deaths,2009,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,14.4,474,3301837
AIDS deaths,2009,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,41,894466
AIDS deaths,2009,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.4,318,3780746
AIDS deaths,2009,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,9,667951
AIDS deaths,2009,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.2,321,5219117
AIDS deaths,2009,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.5,1270,19664635
AIDS deaths,2009,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.3,12,90545
AIDS deaths,2009,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,29,2126805
AIDS deaths,2009,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,5,535123
AIDS deaths,2009,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,306,6543736
AIDS deaths,2009,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,164,5532584
AIDS deaths,2009,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,32,1544706
AIDS deaths,2009,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2,93,4722053
AIDS deaths,2009,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,5,447838
AIDS deaths,2010,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,199,3980284
AIDS deaths,2010,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,11,577833
AIDS deaths,2010,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,1,42467
AIDS deaths,2010,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,169,5230467
AIDS deaths,2010,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,89,2408404
AIDS deaths,2010,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.2,1282,30766211
AIDS deaths,2010,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.8,116,4152448
AIDS deaths,2010,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.1,183,3014246
AIDS deaths,2010,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.2,62,753123
AIDS deaths,2010,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,42.4,225,530823
AIDS deaths,2010,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.8,1724,16022438
AIDS deaths,2010,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.2,726,7914303
AIDS deaths,2010,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,121336
AIDS deaths,2010,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,34,1144107
AIDS deaths,2010,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,12,1257069
AIDS deaths,2010,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.1,546,10624357
AIDS deaths,2010,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.8,149,5340899
AIDS deaths,2010,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,21,2526676
AIDS deaths,2010,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,40,2329710
AIDS deaths,2010,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,96,3610654
AIDS deaths,2010,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.9,369,3737733
AIDS deaths,2010,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,20,1137750
AIDS deaths,2010,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11,530,4829993
AIDS deaths,2010,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.1,229,5572083
AIDS deaths,2010,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,251,8247464
AIDS deaths,2010,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,70,4388698
AIDS deaths,2010,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.3,153,2428898
AIDS deaths,2010,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,179,4977206
AIDS deaths,2010,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,11,830973
AIDS deaths,2010,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.9,28,1494459
AIDS deaths,2010,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,104,2224245
AIDS deaths,2010,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,20,1120179
AIDS deaths,2010,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.9,655,7349103
AIDS deaths,2010,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.8,47,1690370
AIDS deaths,2010,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.8,1934,16363648
AIDS deaths,2010,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.4,424,7907452
AIDS deaths,2010,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,4,565680
AIDS deaths,2010,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,41255
AIDS deaths,2010,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.2,215,9612240
AIDS deaths,2010,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,84,3079826
AIDS deaths,2010,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,82,3217963
AIDS deaths,2010,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.2,560,10760882
AIDS deaths,2010,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,14,435,3102898
AIDS deaths,2010,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.6,32,897912
AIDS deaths,2010,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.6,294,3857673
AIDS deaths,2010,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,7,668164
AIDS deaths,2010,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.4,287,5283840
AIDS deaths,2010,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.8,1177,20238957
AIDS deaths,2010,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.5,4,88280
AIDS deaths,2010,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1,21,2119673
AIDS deaths,2010,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,14,537213
AIDS deaths,2010,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,246,6694278
AIDS deaths,2010,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.3,127,5608355
AIDS deaths,2010,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,17,1578819
AIDS deaths,2010,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,74,4738804
AIDS deaths,2010,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.5,7,465144
AIDS deaths,2011,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.8,190,3999581
AIDS deaths,2011,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,12,585275
AIDS deaths,2011,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,42557
AIDS deaths,2011,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,155,5301492
AIDS deaths,2011,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4,98,2424899
AIDS deaths,2011,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.3,1324,31123020
AIDS deaths,2011,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.5,104,4219690
AIDS deaths,2011,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.1,184,3030784
AIDS deaths,2011,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.5,57,761127
AIDS deaths,2011,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,39.6,215,542614
AIDS deaths,2011,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.7,1740,16267311
AIDS deaths,2011,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.1,648,8012727
AIDS deaths,2011,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.3,4,122042
AIDS deaths,2011,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.9,34,1155073
AIDS deaths,2011,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,12,1271014
AIDS deaths,2011,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.2,453,10663830
AIDS deaths,2011,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.1,168,5372445
AIDS deaths,2011,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,28,2542679
AIDS deaths,2011,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.8,41,2341215
AIDS deaths,2011,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,93,3631231
AIDS deaths,2011,Louisiana,22,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.8,407,3766483
AIDS deaths,2011,Maine,23,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,15,1140952
AIDS deaths,2011,Maryland,24,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.7,521,4882338
AIDS deaths,2011,Massachusetts,25,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.9,222,5622178
AIDS deaths,2011,Michigan,26,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,245,8267436
AIDS deaths,2011,Minnesota,27,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,72,4424842
AIDS deaths,2011,Mississippi,28,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,6.3,154,2439295
AIDS deaths,2011,Missouri,29,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.1,155,4996767
AIDS deaths,2011,Montana,30,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,7,837672
AIDS deaths,2011,Nebraska,31,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,19,1504863
AIDS deaths,2011,Nevada,32,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5,112,2242471
AIDS deaths,2011,New Hampshire,33,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.1,12,1125258
AIDS deaths,2011,New Jersey,34,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.2,609,7393507
AIDS deaths,2011,New Mexico,35,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.6,45,1703962
AIDS deaths,2011,New York,36,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.4,1882,16480850
AIDS deaths,2011,North Carolina,37,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.7,375,7997623
AIDS deaths,2011,North Dakota,38,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,4,574118
AIDS deaths,2011,Northern Mariana Islands,69,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,40163
AIDS deaths,2011,Ohio,39,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,234,9635302
AIDS deaths,2011,Oklahoma,40,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,93,3103616
AIDS deaths,2011,Oregon,41,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,87,3250133
AIDS deaths,2011,Pennsylvania,42,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.8,522,10801926
AIDS deaths,2011,Puerto Rico,72,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,13.2,408,3082359
AIDS deaths,2011,Rhode Island,44,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.2,38,898226
AIDS deaths,2011,South Carolina,45,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,7.3,286,3894969
AIDS deaths,2011,South Dakota,46,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.6,4,674675
AIDS deaths,2011,Tennessee,47,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.6,243,5327989
AIDS deaths,2011,Texas,48,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.3,1097,20603899
AIDS deaths,2011,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,11.3,10,88341
AIDS deaths,2011,Utah,49,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.7,15,2156144
AIDS deaths,2011,Vermont,50,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,5,539169
AIDS deaths,2011,Virginia,51,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,248,6772116
AIDS deaths,2011,Washington,53,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,139,5681716
AIDS deaths,2011,West Virginia,54,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,33,1580491
AIDS deaths,2011,Wisconsin,55,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.6,78,4763619
AIDS deaths,2011,Wyoming,56,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.9,4,468236
AIDS deaths,2012,Alabama,1,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.1,204,4019427
AIDS deaths,2012,Alaska,2,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,8,593469
AIDS deaths,2012,American Samoa,60,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0,0,42554
AIDS deaths,2012,Arizona,4,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.2,170,5387372
AIDS deaths,2012,Arkansas,5,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3,73,2436498
AIDS deaths,2012,California,6,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4.1,1295,31483585
AIDS deaths,2012,Colorado,8,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.1,89,4290558
AIDS deaths,2012,Connecticut,9,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,5.7,173,3042619
AIDS deaths,2012,Delaware,10,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,9.5,73,770084
AIDS deaths,2012,District of Columbia,11,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,34.3,190,553201
AIDS deaths,2012,Florida,12,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,10.2,1691,16500338
AIDS deaths,2012,Georgia,13,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,8.2,666,8120705
AIDS deaths,2012,Guam,66,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,0.8,1,122894
AIDS deaths,2012,Hawaii,15,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,3.7,43,1167095
AIDS deaths,2012,Idaho,16,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.3,17,1284749
AIDS deaths,2012,Illinois,17,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,4,433,10697291
AIDS deaths,2012,Indiana,18,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.7,148,5401158
AIDS deaths,2012,Iowa,19,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.4,35,2554546
AIDS deaths,2012,Kansas,20,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,1.7,39,2357726
AIDS deaths,2012,Kentucky,21,All races/ethnicities,Both sexes,Ages 13 years and older,All transmission categories,2.4,88,3649527
